dataset,aggregation,relation,relation_name,train_triple_count,valid_triple_count,test_triple_count,baseline_stage1_mrr,selected_config_stage1_mrr,final_test_mrr,gain_vs_baseline,rel_gain_pct,selected_stage1_gain_vs_baseline,stage2_gain_vs_selected_stage1,gain_bucket,selected_stage,dependency_stage_attempted,dependency_stage_accepted,valid_stage1_mrr,valid_stage2_mrr,selected_valid_mrr,num_relation_rules,num_relation_dependencies,num_relation_rule_types,num_relation_dependency_types,num_relation_dependency_type_source_pairs,parsed_total_rules,B_rule_count,Uc_rule_count,Ud_rule_count,Z_rule_count,B_ratio,Uc_ratio,Ud_ratio,filtered_synergy_count,filtered_redundancy_count,filtered_dep_total,filtered_dep_per_rule,dep_per_rule,stage1_headroom,relation_time_seconds,rule_weight_B,rule_weight_U,rule_weight_Uc,rule_weight_Ud,dep_weight_BB,dep_weight_BU,dep_weight_UU,dep_weight_B_Uc,dep_weight_B_Ud,dep_weight_Uc_Uc,dep_weight_Uc_Ud,dep_weight_Ud_Ud,stage1_bucket,dep_density_bucket
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,106,/film/film/featured_film_locations,977,108,100,0.147719,0.157304,0.161958,0.014239,9.639188,0.009584,0.004655,positive,dependency,True,True,0.222817,0.230732,0.230732,2094,1763,2,2,1763,2094,344,972,777,1,0.164279,0.464183,0.371060,693,1070,1763,0.841929,0.841929,0.852281,49.967085,1.490377,1.987595,,,1.174826,,1.216845,,,,,,"[0.0,0.2)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,107,/tv/tv_program/genre,1006,83,94,0.501085,0.479328,0.479328,-0.021757,-4.341959,-0.021757,0.000000,negative,rule_only,True,False,0.523630,0.523630,0.523630,1586,4277,2,0,0,1586,186,798,601,1,0.117276,0.503153,0.378941,3172,1105,4277,2.696721,2.696721,0.498915,44.950773,0.756939,1.305710,,,1.000000,1.000000,1.000000,,,,,,"[0.4,0.6)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,108,/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,456,1,3,0.422665,0.422665,0.422665,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.266667,0.266667,0.266667,910,3596,2,0,0,910,462,361,86,1,0.507692,0.396703,0.094505,1820,1776,3596,3.951648,3.951648,0.577335,39.201569,0.785282,0.785903,,,1.000000,1.000000,1.000000,,,,,,"[0.4,0.6)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,109,/film/film/written_by,787,10,26,0.123972,0.123972,0.123972,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.284452,0.284452,0.284452,1431,2888,2,0,0,1431,612,290,529,0,0.427673,0.202655,0.369672,2862,26,2888,2.018169,2.018169,0.876028,44.709384,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.0,0.2)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,110,/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type,225,19,22,0.527192,0.531054,0.527444,0.000252,0.047836,0.003862,-0.003610,neutral,dependency,True,True,0.596092,0.596946,0.596946,516,1986,2,2,1986,516,143,306,66,1,0.277132,0.593023,0.127907,1032,954,1986,3.848837,3.848837,0.472808,40.226398,0.727370,0.734816,,,1.000744,,1.000744,,,,,,"[0.4,0.6)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,111,/location/hud_county_place/county,305,1,7,0.281559,0.281559,0.284964,0.003406,1.209537,0.000000,0.003406,neutral,dependency,True,True,0.101190,0.101515,0.101515,316,23,2,2,23,316,159,74,83,0,0.503165,0.234177,0.262658,15,8,23,0.072785,0.072785,0.718441,40.417927,1.013069,1.010687,,,1.009826,,1.009447,,,,,,"[0.2,0.4)",Q1
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,112,/education/educational_degree/people_with_this_degree./education/education/major_field_of_study,494,61,63,0.398266,0.456019,0.443545,0.045279,11.369026,0.057753,-0.012474,positive,dependency,True,True,0.481418,0.481577,0.481577,4773,4003,2,3,4003,4773,60,4421,292,0,0.012571,0.926252,0.061177,1139,2864,4003,0.838676,0.838676,0.601734,42.013395,0.612674,0.605893,,,1.000744,1.000744,1.000744,,,,,,"[0.2,0.4)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,113,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category,142,17,20,0.584199,0.584199,0.584199,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.572375,0.572375,0.572375,210,529,2,0,0,210,46,98,66,0,0.219048,0.466667,0.314286,420,109,529,2.519048,2.519048,0.415801,39.308523,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.4,0.6)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,114,/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members,100,1,3,0.464286,0.464286,0.464286,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,1.000000,1.000000,1.000000,1045,4180,2,0,0,1045,202,568,275,0,0.193301,0.543541,0.263158,2090,2090,4180,4.000000,4.000000,0.535714,39.043687,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.4,0.6)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,115,/film/film/film_format,345,37,39,0.459446,0.489527,0.503461,0.044016,9.580191,0.030082,0.013934,positive,dependency,True,True,0.480233,0.521694,0.521694,853,3141,2,2,3141,853,82,651,118,2,0.096131,0.763189,0.138335,1435,1706,3141,3.682298,3.682298,0.540554,41.158278,0.797810,0.848267,,,1.024805,,1.024818,,,,,,"[0.4,0.6)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,116,/film/film/music,1039,65,92,0.186182,0.205151,0.214420,0.028238,15.167012,0.018969,0.009269,positive,dependency,True,True,0.291479,0.297937,0.297937,2463,1964,2,3,1964,2463,267,1099,1097,0,0.108404,0.446204,0.445392,1953,11,1964,0.797402,0.797402,0.813818,52.300608,1.922507,2.446503,,,1.416487,1.138328,1.383832,,,,,,"[0.0,0.2)",Q2
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,117,/sports/sports_team/roster./american_football/football_roster_position/position,607,0,3,0.212054,0.212054,0.212054,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.000000,0.000000,0.000000,15718,32450,2,0,0,15718,238,14848,632,0,0.015142,0.944649,0.040209,1014,31436,32450,2.064512,2.064512,0.787946,41.848443,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.2,0.4)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,118,/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy,411,32,50,0.470965,0.470846,0.470927,-0.000038,-0.008080,-0.000119,0.000081,negative,dependency,True,True,0.476485,0.476565,0.476565,1461,4924,2,2,4924,1461,297,1053,110,1,0.203285,0.720739,0.075291,2002,2922,4924,3.370294,3.370294,0.529035,39.540822,0.871745,0.871648,,,1.008171,,1.008171,,,,,,"[0.4,0.6)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,119,/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend,250,1,1,0.061438,0.061438,0.061438,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.100068,0.100068,0.100068,414,47,2,0,0,414,203,41,170,0,0.490338,0.099034,0.410628,47,0,47,0.113527,0.113527,0.938562,39.639669,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.0,0.2)",Q1
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,120,/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,788,94,84,0.754341,0.749903,0.793447,0.039107,5.184201,-0.004438,0.043545,positive,dependency,True,True,0.655402,0.717115,0.717115,317,811,2,2,811,317,127,147,42,1,0.400631,0.463722,0.132492,177,634,811,2.558360,2.558360,0.245659,45.936885,0.723030,0.977462,,,1.099489,,1.098730,,,,,,"[0.6,1.0]",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,121,/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,246,29,29,0.121554,0.117665,0.116271,-0.005283,-4.345824,-0.003889,-0.001393,negative,dependency,True,True,0.145466,0.145789,0.145789,581,2,2,1,2,581,29,345,207,0,0.049914,0.593804,0.356282,2,0,2,0.003442,0.003442,0.878446,39.920821,1.035211,1.544004,,,1.007102,,,,,,,,"[0.0,0.2)",Q1
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,349,46,31,0.124488,0.130642,0.130642,0.006153,4.942850,0.006153,0.000000,positive,rule_only,True,False,0.138955,0.138955,0.138955,565,54,2,0,0,565,77,95,393,0,0.136283,0.168142,0.695575,53,1,54,0.095575,0.095575,0.875512,41.454051,1.266235,1.419320,,,1.000000,,1.000000,,,,,,"[0.0,0.2)",Q1
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,123,/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,449,3,1,0.006604,0.006604,0.006604,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.000137,0.000137,0.000137,442,8,2,0,0,442,91,86,265,0,0.205882,0.194570,0.599548,4,4,8,0.018100,0.018100,0.993396,39.900634,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.0,0.2)",Q1
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,124,/education/educational_institution/school_type,728,75,80,0.351355,0.350565,0.384748,0.033393,9.504133,-0.000789,0.034183,positive,dependency,True,True,0.302735,0.329778,0.329778,1034,4136,2,3,4136,1034,112,655,264,3,0.108317,0.633462,0.255319,2068,2068,4136,4.000000,4.000000,0.648645,43.128114,0.725276,0.926017,,,1.038385,1.038714,1.041063,,,,,,"[0.2,0.4)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,125,/sports/sport/pro_athletes./sports/pro_sports_played/athlete,128,19,17,0.640565,0.645240,0.645156,0.004592,0.716814,0.004675,-0.000083,neutral,dependency,True,True,0.771316,0.773177,0.773177,105,23,2,2,23,105,22,38,45,0,0.209524,0.361905,0.428571,5,18,23,0.219048,0.219048,0.359435,39.186259,1.258133,1.276220,,,1.007539,,1.012253,,,,,,"[0.6,1.0]",Q2
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,126,/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee,154,10,27,0.434100,0.443535,0.443535,0.009435,2.173532,0.009435,0.000000,neutral,rule_only,True,False,0.455944,0.455944,0.455944,387,797,2,0,0,387,56,218,113,0,0.144703,0.563307,0.291990,774,23,797,2.059432,2.059432,0.565900,38.863058,0.923297,0.929111,,,1.000000,,1.000000,,,,,,"[0.4,0.6)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,127,/base/biblioness/bibs_location/state,300,7,7,0.617691,0.617691,0.617801,0.000110,0.017787,0.000000,0.000110,neutral,dependency,True,True,0.399622,0.399651,0.399651,460,381,2,3,381,460,244,91,125,0,0.530435,0.197826,0.271739,368,13,381,0.828261,0.828261,0.382309,40.383188,0.992859,1.008039,,,1.007859,1.007128,1.008045,,,,,,"[0.6,1.0]",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,128,/education/university/local_tuition./measurement_unit/dated_money_value/currency,360,0,1,0.500068,0.500068,0.500068,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.000000,0.000000,0.000000,781,3124,2,0,0,781,432,279,69,1,0.553137,0.357234,0.088348,1562,1562,3124,4.000000,4.000000,0.499932,38.762384,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.4,0.6)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,129,/business/business_operation/revenue./measurement_unit/dated_money_value/currency,215,3,1,0.510989,0.510989,0.510989,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.391759,0.391759,0.391759,542,2168,2,0,0,542,374,128,39,1,0.690037,0.236162,0.071956,1084,1084,2168,4.000000,4.000000,0.489011,38.188569,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.4,0.6)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,130,/sports/sports_position/players./sports/sports_team_roster/team,3500,29,22,0.379659,0.372739,0.367641,-0.012018,-3.165356,-0.006920,-0.005098,negative,dependency,True,True,0.384656,0.411470,0.411470,19359,39691,2,3,39691,19359,398,17930,1027,4,0.020559,0.926184,0.053050,973,38718,39691,2.050261,2.050261,0.620341,52.929830,0.565033,0.618220,,,1.142799,1.122111,1.121454,,,,,,"[0.2,0.4)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,131,/military/military_conflict/combatants./military/military_combatant_group/combatants,424,32,34,0.342125,0.335739,0.335739,-0.006386,-1.866499,-0.006386,0.000000,negative,rule_only,True,False,0.405863,0.405863,0.405863,3558,8805,2,0,0,3558,190,2668,700,0,0.053401,0.749859,0.196740,7116,1689,8805,2.474705,2.474705,0.657875,42.167962,0.845581,0.788042,,,1.000000,1.000000,1.000000,,,,,,"[0.2,0.4)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,132,/sports/sports_league/teams./sports/sports_league_participation/team,161,14,16,0.603390,0.601108,0.601108,-0.002281,-0.378062,-0.002281,0.000000,negative,rule_only,True,False,0.515081,0.515081,0.515081,281,990,2,0,0,281,42,182,57,0,0.149466,0.647687,0.202847,562,428,990,3.523132,3.523132,0.396610,38.719295,0.887404,0.885742,,,1.000000,,1.000000,,,,,,"[0.6,1.0]",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,133,/base/biblioness/bibs_location/country,610,4,14,0.550693,0.536842,0.516918,-0.033775,-6.133212,-0.013851,-0.019924,negative,dependency,True,True,0.702546,0.709280,0.709280,1363,3817,2,3,3817,1363,966,239,157,1,0.708731,0.175348,0.115187,2726,1091,3817,2.800440,2.800440,0.449307,52.825780,1.282148,1.307400,,,1.335169,1.368435,1.352226,,,,,,"[0.4,0.6)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,134,/music/group_member/membership./music/group_membership/role,750,30,29,0.255637,0.245358,0.245358,-0.010279,-4.021106,-0.010279,0.000000,negative,rule_only,True,False,0.242508,0.242508,0.242508,7056,14518,2,0,0,7056,637,5459,959,1,0.090278,0.773668,0.135913,14112,406,14518,2.057540,2.057540,0.744363,44.169013,0.818600,0.695468,,,1.000000,1.000000,1.000000,,,,,,"[0.2,0.4)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,135,/location/administrative_division/country,386,2,3,0.348553,0.348553,0.348553,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.389740,0.389740,0.389740,850,2412,2,0,0,850,526,184,140,0,0.618824,0.216471,0.164706,1700,712,2412,2.837647,2.837647,0.651447,40.435381,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.2,0.4)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,136,/film/film/executive_produced_by,662,68,73,0.420567,0.439756,0.439756,0.019189,4.562629,0.019189,0.000000,positive,rule_only,True,False,0.436565,0.436565,0.436565,1396,1075,2,0,0,1396,364,537,495,0,0.260745,0.384670,0.354585,1067,8,1075,0.770057,0.770057,0.579433,44.929585,2.031205,2.031440,,,1.000000,1.000000,1.000000,,,,,,"[0.4,0.6)",Q2
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,137,/food/food/nutrients./food/nutrition_fact/nutrient,966,108,105,0.810726,0.828794,0.827154,0.016429,2.026398,0.018069,-0.001640,neutral,dependency,True,True,0.818465,0.818708,0.818708,4407,8819,2,3,8819,4407,8,4310,89,0,0.001815,0.977990,0.020195,5,8814,8819,2.001135,2.001135,0.189274,42.351518,0.584592,0.560961,,,1.001902,1.004043,1.004166,,,,,,"[0.6,1.0]",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,138,/music/group_member/membership./music/group_membership/group,218,20,22,0.342871,0.363818,0.360343,0.017473,5.096005,0.020948,-0.003475,positive,dependency,True,True,0.230502,0.232636,0.232636,241,87,2,2,87,241,82,73,86,0,0.340249,0.302905,0.356846,85,2,87,0.360996,0.360996,0.657129,39.823707,1.694662,1.590784,,,0.999947,,0.999689,,,,,,"[0.2,0.4)",Q2
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,139,/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency,190,1,3,0.422874,0.422874,0.422874,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,1.000000,1.000000,1.000000,1211,4844,2,0,0,1211,335,807,68,1,0.276631,0.666391,0.056152,2422,2422,4844,4.000000,4.000000,0.577126,38.961130,0.882429,0.881693,,,1.000000,1.000000,1.000000,,,,,,"[0.4,0.6)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,140,/education/field_of_study/students_majoring./education/education/student,259,31,34,0.158878,0.181035,0.181906,0.023028,14.494096,0.022157,0.000871,positive,dependency,True,True,0.179828,0.180089,0.180089,294,3,2,1,3,294,44,57,193,0,0.149660,0.193878,0.656463,3,0,3,0.010204,0.010204,0.841122,41.445148,1.581597,1.591521,,,,,1.015858,,,,,,"[0.0,0.2)",Q1
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,141,/award/award_winning_work/awards_won./award/award_honor/honored_for,475,10,10,0.316508,0.316508,0.316508,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.448839,0.448839,0.448839,3513,14052,2,0,0,3513,504,2102,907,0,0.143467,0.598349,0.258184,7026,7026,14052,4.000000,4.000000,0.683492,41.919945,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.2,0.4)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,142,/sports/sports_team/roster./basketball/basketball_roster_position/position,178,4,2,0.535539,0.535539,0.534722,-0.000817,-0.152555,0.000000,-0.000817,negative,dependency,True,True,0.390625,0.398214,0.398214,559,662,2,3,662,559,26,447,86,0,0.046512,0.799642,0.153846,333,329,662,1.184258,1.184258,0.464461,39.109706,0.743395,0.744592,,,1.012400,1.012396,1.012396,,,,,,"[0.4,0.6)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,143,/organization/organization/headquarters./location/mailing_address/state_province_region,721,40,39,0.546727,0.544521,0.543323,-0.003404,-0.622610,-0.002206,-0.001198,negative,dependency,True,True,0.585999,0.586387,0.586387,1367,1583,2,3,1583,1367,385,508,472,2,0.281639,0.371617,0.345282,1187,396,1583,1.158010,1.158010,0.453273,44.576455,1.397954,1.507866,,,1.062352,1.029266,1.064185,,,,,,"[0.4,0.6)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,144,/base/aareas/schema/administrative_area/capital,137,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.000000,0.000000,0.000000,67,21,1,0,0,67,67,0,0,0,1.000000,0.000000,0.000000,17,4,21,0.313433,0.313433,1.000000,38.845752,1.000000,,,,1.000000,,,,,,,,"[0.0,0.2)",Q2
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,145,/tv/tv_producer/programs_produced./tv/tv_producer_term/program,416,5,4,0.336699,0.326186,0.326186,-0.010513,-3.122294,-0.010513,0.000000,negative,rule_only,True,False,0.301425,0.301425,0.301425,840,2335,2,0,0,840,366,286,188,0,0.435714,0.340476,0.223810,1680,655,2335,2.779762,2.779762,0.663301,40.495706,0.869051,0.948310,,,1.000000,1.000000,1.000000,,,,,,"[0.2,0.4)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,146,/education/educational_institution/campuses,533,13,13,0.000137,0.000137,0.000137,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,False,False,0.000137,,0.000137,1544,0,2,0,0,1544,874,592,76,2,0.566062,0.383420,0.049223,0,0,0,0.000000,0.000000,0.999863,40.514268,1.000000,1.000000,,,,,,,,,,,"[0.0,0.2)",Q1
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,147,/film/film/distributors./film/film_film_distributor_relationship/region,157,11,10,0.564971,0.574684,0.768333,0.203362,35.995149,0.009713,0.193649,positive,dependency,True,True,0.546990,0.593787,0.593787,916,1814,2,3,1814,916,160,624,131,1,0.174672,0.681223,0.143013,1474,340,1814,1.980349,1.980349,0.435029,40.694619,0.738021,0.813973,,,1.056390,1.051543,1.059430,,,,,,"[0.4,0.6)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,148,/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,535,57,60,0.954861,0.954861,0.954861,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.967836,0.967836,0.967836,5149,14745,2,0,0,5149,64,4455,630,0,0.012430,0.865217,0.122354,4447,10298,14745,2.863663,2.863663,0.045139,39.962554,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.6,1.0]",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,149,/medicine/disease/notable_people_with_this_condition,121,9,15,0.337043,0.344237,0.344237,0.007193,2.134256,0.007193,0.000000,neutral,rule_only,True,False,0.282468,0.282468,0.282468,142,5,2,0,0,142,10,28,104,0,0.070423,0.197183,0.732394,5,0,5,0.035211,0.035211,0.662957,38.489175,1.311141,1.277404,,,,,1.000000,,,,,,"[0.2,0.4)",Q1
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,150,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location,345,31,38,0.445351,0.444945,0.450069,0.004718,1.059425,-0.000405,0.005124,neutral,dependency,True,True,0.451760,0.451761,0.451761,3816,8094,2,3,8094,3816,366,2771,678,1,0.095912,0.726153,0.177673,7632,462,8094,2.121069,2.121069,0.554649,42.462352,0.825543,0.825246,,,1.028636,1.022772,1.026675,,,,,,"[0.4,0.6)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,151,/people/ethnicity/geographic_distribution,122,14,17,0.393870,0.410071,0.410071,0.016201,4.113404,0.016201,0.000000,positive,rule_only,True,False,0.400097,0.400097,0.400097,1609,3404,2,0,0,1609,109,1264,236,0,0.067744,0.785581,0.146675,2496,908,3404,2.115600,2.115600,0.606130,39.634664,0.913450,0.705826,,,1.000000,1.000000,1.000000,,,,,,"[0.2,0.4)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,152,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,747,15,17,0.260356,0.264852,0.248070,-0.012285,-4.718630,0.004497,-0.016782,negative,dependency,True,True,0.257831,0.347175,0.347175,28658,80136,2,3,80136,28658,847,24701,3110,0,0.029555,0.861923,0.108521,37586,42550,80136,2.796287,2.796287,0.739644,49.347771,0.669186,0.555113,,,0.997278,0.997273,0.997282,,,,,,"[0.2,0.4)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,153,/film/film/personal_appearances./film/personal_film_appearance/person,217,18,11,0.179935,0.200135,0.200135,0.020200,11.226039,0.020200,0.000000,positive,rule_only,True,False,0.369307,0.369307,0.369307,377,311,2,0,0,377,64,131,182,0,0.169761,0.347480,0.482759,25,286,311,0.824934,0.824934,0.820065,40.496255,1.584403,1.660402,,,1.000000,,1.000000,,,,,,"[0.0,0.2)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,154,/location/location/time_zones,1151,129,137,0.548013,0.553068,0.552460,0.004447,0.811506,0.005055,-0.000608,neutral,dependency,True,True,0.586010,0.587044,0.587044,1826,5286,2,3,5286,1826,391,1019,412,4,0.214129,0.558050,0.225630,3652,1634,5286,2.894852,2.894852,0.451987,44.464265,0.704332,0.738119,,,1.002453,1.002469,1.002450,,,,,,"[0.4,0.6)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,155,/film/film/story_by,394,14,31,0.411258,0.411258,0.411258,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.267240,0.267240,0.267240,517,571,2,0,0,517,225,138,154,0,0.435203,0.266925,0.297872,558,13,571,1.104449,1.104449,0.588742,41.720624,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.4,0.6)",Q3
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,156,/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,192,22,21,0.853175,0.853175,0.853175,0.000000,0.000000,0.000000,0.000000,neutral,rule_only,True,False,0.859848,0.859848,0.859848,494,1128,2,0,0,494,36,283,175,0,0.072874,0.572874,0.354251,988,140,1128,2.283401,2.283401,0.146825,38.870096,1.000000,1.000000,,,1.000000,1.000000,1.000000,,,,,,"[0.6,1.0]",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,157,/olympics/olympic_games/participating_countries,490,23,23,0.458732,0.473784,0.473784,0.015052,3.281322,0.015052,0.000000,positive,rule_only,True,False,0.492080,0.492080,0.492080,8960,35840,2,0,0,8960,391,7732,836,1,0.043638,0.862946,0.093304,17920,17920,35840,4.000000,4.000000,0.541268,43.168905,0.704930,0.550875,,,1.000000,1.000000,1.000000,,,,,,"[0.4,0.6)",Q4
FB15k-237,tg_r2d3__pos_auto_ratio__ri_conf__dn_none__dl1_1e-5,158,/tv/tv_network/programs./tv/tv_network_duration/program,305,27,26,0.190744,0.206685,0.206685,0.015941,8.357073,0.015941,0.000000,positive,rule_only,True,False,0.179140,0.179140,0.179140,369,564,2,0,0,369,77,138,154,0,0.208672,0.373984,0.417344,503,61,564,1.528455,1.528455,0.809256,39.912339,1.137237,1.380702,,,1.000000,1.000000,1.000000,,,,,,"[0.0,0.2)",Q3
